Offset,MIDI
809.6,46
810.4,45
811.2,48
811.2,46
812.0,45
812.8,48
812.8,47
812.8,46
813.6,45
814.4,45
815.2,47
816.0,47
816.0,46
816.0,45
817.6,47
817.6,46
818.4,45
819.2,47
819.2,46
820.0,47
820.8,47
821.6,48
822.4,48
822.4,45
823.2,45
824.0,45
824.0,49
824.8,46
825.6,49
826.4,47
827.2,46
828.0,49
828.8,47
828.8,49
829.6,46
830.4,47
832.0,45
832.0,46
832.0,47
832.8,45
833.6,45
834.4,45
835.2,45
836.8,45
838.4,45
838.4,46
838.4,47
840.0,47
840.0,46
840.8,46
841.6,45
841.6,46
842.4,45
843.2,46
844.0,46
844.8,46
844.8,47
845.6,45
847.2,47
848.0,47
848.0,46
848.0,45
849.6,46
849.6,47
850.4,45
851.2,45
851.2,46
852.0,45
852.0,47
852.8,45
853.6,48
854.4,48
854.4,46
855.2,45
856.0,46
856.0,48
856.8,46
857.6,48
857.6,46
857.6,47
858.4,47
859.2,45
860.0,49
860.8,49
860.8,45
861.6,46
862.4,47
864.0,48
864.0,47
864.0,45
864.0,46
864.8,45
866.4,45
867.2,47
867.2,45
867.2,46
868.0,45
868.8,45
870.4,46
870.4,47
872.0,45
872.0,47
872.0,46
872.8,46
873.6,46
873.6,47
874.4,45
875.2,48
875.2,46
876.0,47
876.8,47
876.8,48
876.8,45
877.6,45
878.4,45
879.2,47
880.0,49
880.0,47
881.6,47
881.6,46
882.4,45
883.2,49
884.0,47
884.8,47
885.6,48
886.4,48
886.4,46
887.2,45
888.0,49
888.0,47
888.0,46
888.8,46
889.6,47
889.6,49
890.4,47
891.2,46
892.0,45
892.0,49
892.8,47
892.8,49
893.6,46
894.4,47
896.0,45
896.0,48
896.0,47
896.8,45
897.6,45
898.4,45
899.2,45
900.0,47
900.8,45
902.4,45
902.4,46
904.0,46
904.0,47
904.8,46
905.6,45
905.6,46
906.4,45
907.2,46
908.0,48
908.8,45
908.8,46
908.8,47
909.6,45
911.2,47
912.0,48
912.0,45
912.0,46
912.0,47
913.6,46
913.6,47
914.4,45
915.2,46
915.2,45
916.0,45
916.0,47
916.8,45
917.6,48
918.4,46
918.4,48
919.2,45
920.0,49
920.8,46
921.6,47
921.6,46
922.4,47
923.2,45
924.0,49
924.0,46
924.8,49
925.6,46
926.4,47
928.0,45
928.0,46
928.0,47
928.0,49
928.8,45
930.4,45
931.2,47
931.2,46
931.2,45
932.0,47
932.8,45
934.4,46
936.0,47
936.0,46
936.8,46
937.6,45
937.6,46
938.4,45
939.2,46
939.2,48
940.0,49
940.8,47
940.8,46
940.8,48
941.6,45
942.4,45
943.2,47
944.0,47
944.0,49
945.6,46
945.6,47
946.4,45
947.2,48
947.2,47
948.0,47
948.0,46
948.8,47
949.6,48
950.4,45
950.4,48
951.2,45
952.0,47
952.0,49
952.8,46
953.6,49
953.6,45
954.4,47
955.2,46
956.0,49
956.8,49
956.8,47
957.6,46
958.4,47
960.0,45
960.0,47
960.8,45
961.6,45
962.4,45
963.2,45
964.0,45
964.8,45
966.4,47
966.4,46
966.4,45
968.0,46
968.0,45
968.8,46
969.6,46
969.6,45
970.4,45
971.2,46
972.0,45
972.8,47
972.8,46
973.6,45
975.2,47
976.0,46
976.0,47
976.0,45
977.6,47
977.6,46
978.4,45
979.2,46
979.2,47
980.0,47
980.8,45
981.6,48
982.4,48
982.4,46
983.2,45
984.0,45
984.8,46
985.6,48
985.6,47
986.4,47
987.2,45
988.0,49
988.8,49
988.8,45
989.6,46
990.4,47
992.0,46
992.0,45
992.0,49
992.0,47
992.8,45
994.4,45
995.2,45
995.2,46
995.2,47
996.8,45
998.4,46
998.4,49
1000.0,46
1000.0,47
1000.8,46
1001.6,46
1001.6,47
1002.4,45
1003.2,46
1003.2,48
1004.0,46
1004.8,48
1004.8,47
1004.8,46
1005.6,45
1006.4,45
1007.2,47
1008.0,47
1008.0,49
1008.0,45
1008.0,46
1009.6,46
1009.6,47
1010.4,45
1011.2,47
1011.2,49
1012.0,47
1012.0,45
1012.8,47
1013.6,48
1014.4,48
1014.4,46
1015.2,45
1016.0,49
1016.0,46
1016.8,46
1017.6,49
1017.6,47
1018.4,47
1019.2,46
1020.0,49
1020.8,49
1020.8,47
1021.6,46
1022.4,47
1024.0,46
1024.0,47
1024.0,45
1024.8,45
1025.6,45
1026.4,45
1027.2,45
1028.0,45
1028.8,45
1030.4,45
1030.4,46
1032.0,46
1032.8,46
1033.6,45
1033.6,46
1034.4,45
1035.2,46
1036.0,47
1036.8,47
1036.8,46
1036.8,45
1037.6,45
1039.2,47
1040.0,46
1040.0,47
1041.6,46
1041.6,47
1042.4,45
1043.2,45
1043.2,46
1044.0,47
1044.8,45
1045.6,48
1046.4,46
1046.4,48
1047.2,45
1048.0,46
1048.0,47
1048.8,46
1049.6,46
1049.6,47
1049.6,45
1050.4,47
1051.2,45
1052.0,49
1052.0,45
1052.8,49
1053.6,46
1054.4,47
1056.0,47
1056.0,45
1056.0,46
1056.8,45
1058.4,45
1059.2,46
1059.2,47
1059.2,45
1060.0,47
1060.8,45
1062.4,46
1062.4,45
1064.0,45
1064.0,47
1064.0,46
1064.8,46
1065.6,46
1065.6,45
1066.4,45
1067.2,48
1067.2,46
1068.0,48
1068.8,48
1068.8,47
1068.8,46
1069.6,45
1070.4,45
1071.2,47
1072.0,48
1072.0,47
1072.0,46
1073.6,46
1073.6,47
1074.4,45
1075.2,46
1075.2,47
1076.0,47
1076.0,45
1076.8,47
1077.6,48
1078.4,45
1078.4,48
1079.2,45
1080.0,49
1080.8,46
1081.6,49
1082.4,47
1083.2,46
1084.0,49
1084.0,46
1084.8,47
1084.8,49
1085.6,46
1086.4,47
1088.0,46
1088.0,45
1088.0,47
1088.0,48
1088.8,45
1089.6,45
1090.4,45
1091.2,45
1092.0,47
1092.8,45
1094.4,45
1094.4,46
1094.4,47
1096.0,45
1096.0,46
1096.8,46
1097.6,46
1097.6,45
1098.4,45
1099.2,46
1100.0,49
1100.8,47
1100.8,46
1101.6,45
1103.2,47
1104.0,47
1104.0,45
1104.0,49
1104.0,46
1105.6,47
1105.6,46
1106.4,45
1107.2,46
1107.2,45
1108.0,47
1108.0,46
1108.8,45
1109.6,48
1110.4,48
1110.4,46
1111.2,45
1112.0,47
1112.8,46
1113.6,47
1113.6,46
1113.6,48
1114.4,47
1115.2,45
1116.0,49
1116.8,45
1116.8,49
1117.6,46
1118.4,47
1120.0,47
1120.0,49
1120.0,45
1120.8,45
1122.4,45
1123.2,46
1123.2,47
1123.2,45
1124.0,45
1124.8,45
1126.4,47
1126.4,46
1128.0,47
1128.0,46
